key,title,journal,authors,notes
rayyan-364026864,"The breeding birds of Inner London, 1966-94",,"Oliver, P.J.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary"
rayyan-364026870,Evaluation and planning of wildlife habitat in urban landscape,,"Natuhara, Y.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary"
rayyan-364026880,Patterns and trends in urban biodiversity and landscape design,,"Müller, N., Ignatieva, M., Nilon, C.H., Werner, P., Zipperer, W.C.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary"
rayyan-364026882,Incorporating expert knowledge in decision-support models for avian conservation,,"Moody, A.T., Grand, J.B.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary"
rayyan-364026892,Bird Versus Bulldozer: A Quarter-Century Conservation Battle in a Biodiversity Hotspot,,"Mayer, A.L.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary"
rayyan-364026902,Becoming citizens: Avian adaptations to urban life,,"Macías Garcia, C., Suárez-Rodríguez, M., López-Rull, I.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary"
rayyan-364026906,Fauna of the big city-Estimating species richness and abundance in Warsaw Poland,,"Luniak, M.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary"
rayyan-364026951,Management of urban nature and its impact on bird ecosystem services,,"Heyman, E., Gunnarsson, B., Dovydavicius, L.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary"
rayyan-364025396,Assessing the spatial ecology and resource use of a mobile and endangered species in an urbanized landscape using satellite telemetry and DNA faecal metabarcoding,IBIS,"Groom, Christine and White, Nicole E. and Mitchell, Nicola and Roberts, J. Dale and Mawson, Peter","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not in the specified geographical location"
rayyan-364025407,The resilient frugivorous fauna of an urban forest fragment and its potential role in vegetation enrichment,URBAN ECOSYSTEMS,"Rigacci, Eduardo Delgado Britez and Paes, Natalia Dantas and Felix, Gabriel Moreira and Silva, Wesley Rodrigues","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not in the specified geographical location"
rayyan-364025408,"Distribution and habitat of the Golden Eagle (Aquila chrysaetos) in Sonora, Mexico, 1892-2019",REVISTA MEXICANA DE BIODIVERSIDAD,"Flesch, Aaron D. and Rodriguez-Estrella, Ricardo and Pablo Gallo-Reynoso, Juan and Armenta-Mendez, Lucila and Montiel-Herrera, Marcelino","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not in the specified geographical location"
rayyan-364025881,Common blackbirds Turdus merula use anthropogenic structures as nesting sites in an urbanized landscape,CURRENT ZOOLOGY,"Wang, Yanping and Huang, Qin and Lan, Sisi and Zhang, Qin and Chen, Shuihua","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest,not primary"
rayyan-364026594,Urban core areas are important for species conservation: A European-level analysis of breeding bird species,LANDSCAPE AND URBAN PLANNING,"Jokimaki, Jukka and Suhonen, Jukka and Kaisanlahti-Jokimaki, Marja-Liisa","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest,not primary"
rayyan-364026865,Changes in the home range sizes of terrestrial vertebrates in response to urban disturbance: a meta-analysis,,"O'Donnell, K., Delbarco-Trillo, J.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest,not primary"
rayyan-364026883,Biological consequences of global change for birds,,"Møller, A.P.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest,not primary"
rayyan-364025346,The effect of climate on acoustic signals: Does atmospheric sound absorption matter for bird song and bat echolocation?,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,"Snell-Rood, Emilie C.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025348,The Application of the Acoustic Complexity Indices (ACI) to Ecoacoustic Event Detection and Identification (EEDI) Modeling,BIOSEMIOTICS,"Farina, A. and Pieretti, N. and Salutari, P. and Tognari, E. and Lombardi, A.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025349,Four Decades of Estuarine Wetland Changes in the Yellow River Delta Based on Landsat Observations Between 1973 and 2013,WATER,"Zhu, Changming and Zhang, Xin and Huang, Qiaohua","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025353,Climate change scenarios and the effect of sea-level rise for Estonia,GLOBAL AND PLANETARY CHANGE,"Kont, A and Jaagus, J and Aunap, R","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025358,"Breeding near a landfill may influence blood metals (Cd, Pb, Hg, Fe, Zn) and metalloids (Se, As) in white stork (Ciconia ciconia) nestlings",ECOTOXICOLOGY,"de la Casa-Resino, Irene and Hern and ez-Moreno, David and Castellano, Antonio and Perez-Lopez, Marcos and Soler, Francisco","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025359,Singing from North to South: Latitudinal variation in timing of dawn singing under natural and artificial light conditions,JOURNAL OF ANIMAL ECOLOGY,"Da Silva, Arnaud and Kempenaers, Bart","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025360,Spatio-Temporal Analysis of Wetland Changes Using a Kernel Extreme Learning Machine Approach,REMOTE SENSING,"Lin, Yi and Yu, Jie and Cai, Jianqing and Sneeuw, Nico and Li, Fengting","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025364,Anthropogenic noise is associated with telomere length and carotenoid-based coloration in free-living nestling songbirds,ENVIRONMENTAL POLLUTION,"Grunst, Melissa L. and Grunst, Andrea S. and Pinxten, Rianne and Eens, Marcel","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025367,Male great tit song perch selection in response to noise-dependent female feedback,FUNCTIONAL ECOLOGY,"Halfwerk, Wouter and Bot, S and er and Slabbekoorn, Hans","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025368,"Population Trends of Ring-billed Gulls Breeding on the North American Great Lakes, 1976 to 2009",WATERBIRDS,"Morris, Ralph D. and Weseloh, D. Vaughn and Wires, Linda R. and Pekarik, Cynthia and Cuthbert, Francesca J. and Moore, David J.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025378,Social values and species conservation: the case of Baudin's and Carnaby's black-cockatoos,ENVIRONMENTAL CONSERVATION,"Ainsworth, Gillian B. and Aslin, Heather J. and Weston, Michael A. and Garnett, Stephen T.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025380,Winter range expansion of a hummingbird is associated with urbanization and supplementary feeding,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Greig, Emma I. and Wood, Eric M. and Bonter, David N.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025381,"Marsh bird occupancy dynamics, trends, and conservation in the southern Great Lakes basin: 1996 to 2013",JOURNAL OF GREAT LAKES RESEARCH,"Tozer, Douglas C.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025384,Lead in terrestrial game birds from Spain,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,"Romero, Diego and de Jose, Antonio and Theureau, Juan M. and Ferrer, Andres and Raigon, Maria D. and Torregrosa, Juan B.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025388,Consequences of resource supplementation for disease risk in a partially migratory population,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Brown, Leone M. and Hall, Richard J.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025398,Negative impact of urban noise on sexual receptivity and clutch size in female domestic canaries,ETHOLOGY,"des Aunay, Guillaume Huet and Grenna, Marco and Slabbekoorn, Hans and Nicolas, Pierre and Nagle, Laurent and Leboucher, Gerard and Malacarne, Giorgio and Draganoiu, Tudor I.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025400,Light pollution is greatest within migration passage areas for nocturnally-migrating birds around the world,SCIENTIFIC REPORTS,"Cabrera-Cruz, Sergio A. and Smolinsky, Jaclyn A. and Buler, Jeffrey J.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025401,Survival of adult Great Tits Parus major in relation to sex and habitat; a comparison of urban and rural populations,IBIS,"Horak, P and Lebreton, JD","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025403,Size and trends of the House Sparrow Passer domesticus population in Great Britain,IBIS,"Robinson, RA and Siriwardena, GM and Crick, HQP","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025411,Anthropogenic radiofrequency electromagnetic fields as an emerging threat to wildlife orientation,SCIENCE OF THE TOTAL ENVIRONMENT,"Balmori, Alfonso","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025413,Preservation of wild bird species in northern Portugal - Effects of anthropogenic pressures in wild bird populations (2008-2017),SCIENCE OF THE TOTAL ENVIRONMENT,"Garces, Andreia and Pires, Isabel and Pacheco, Fern and o A. L. and Sanches Fern and es, Luis F. and Soeiro, Vanessa and Loio, Sara and Prada, Justina and Cortes, Rui and Queiroga, Felisbina L.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025415,Dynamics of nectarivory in the House Sparrow in an urban environment,ORNITOLOGIA NEOTROPICAL,"Leveau, Lucas M.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025420,THE RELATIONSHIP BETWEEN PARENTAL DEFENSE INTENSITY AND NEST SITE CHARACTERISTICS IN EURASIAN MAGPIE (PICA PICA L.) - AN ASSESSMENT WITH THE CLASSIFICATION METHODS,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,"Kirazli, C. and Kilinc, Kan B. and Yamac, E.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025431,The ecology of the Common Myna in urban nature reserves in the Australian Capital Territory,EMU,"Pell, AS and Tidemann, CR","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025433,Survival costs of within- and between-season mate change in the European blackbird Turdus merula,JOURNAL OF AVIAN BIOLOGY,"Jankowiak, Lukasz and Cholewa, Marta and Wysocki, Dariusz","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025435,Low-frequency songs lose their potency in noisy urban conditions,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"Halfwerk, Wouter and Bot, S and er and Buikx, Jasper and van der Velde, Marco and Komdeur, Jan and ten Cate, Carel and Slabbekoorn, Hans","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025439,Increasing urban abundance of tui (Prosthemadera novaeseelandiae) by pest mammal control in surrounding forests,NOTORNIS,"Fitzgerald, Neil and Innes, John and Watts, Corinne and Thornburrow, Danny and Bartlam, Scott and Collins, Kevin and Byers, Dave and Burns, Bruce","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025445,Noise from four types of extractive energy infrastructure affects song features of Savannah Sparrows,CONDOR,"Warrington, Miyako H. and Curry, Claire M. and Antze, Bridget and Koper, Nicola","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025449,Correlates of bird collisions with buildings across three North American countries,CONSERVATION BIOLOGY,"Elmore, Jared A. and Hager, Stephen B. and Cosentino, Bradley J. and O'Connell, Timothy J. and Riding, Corey S. and Anderson, Michelle L. and Bakermans, Marja H. and Boves, Than J. and Br and es, David and Butler, Eric M. and Butler, Michael W. and Cagle, Nicolette L. and Calderon-Parra, Rafael and Capparella, Angelo P. and Chen, Anqi and Cipollini, Kendra and Conkey, April A. T. and Contreras, Thomas A. and Cooper, I, Rebecca and Corbin, Clay E. and Curry, Robert L. and Dosch, Jerald J. and Dyson, Karen L. and Fraser, Erin E. and Furbush, Ross A. and Hagemeyer, Natasha D. G. and Hopfensperger, Kristine N. and Klem, Jr., Daniel and Lago, Elizabeth A. and Lahey, Ally S. and Machtans, Craig S. and Madosky, Jessa M. and Maness, Terri J. and McKay, Kelly J. and Menke, Sean B. and Ocampo-Penuela, Natalia and Ortega-Alvarez, Ruben and Pitt, Amber L. and Puga-Caballero, Aura and Quinn, John E. and Roth, Amber M. and Schmitz, Ryan T. and Schnurr, Jaclyn L. and Simmons, Matthew E. and Smith, Alexis D. and Varian-Ramos, Claire W. and Walters, Eric L. and Walters, Lindsey A. and Weir, Jason T. and Winnett-Murray, Kathy and Zuria, Iriana and Vigliotti, Jesse and Loss, Scott R.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025451,Survival of Atlantic Flyway Resident Population Canada Geese in New Jersey,JOURNAL OF WILDLIFE MANAGEMENT,"Beston, Julie A. and Nichols, Theodore C. and Castelli, Paul M. and Williams, Christopher K.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025462,Assessing the potential impact of invasive ring-necked parakeets Psittacula krameri on native nuthatches Sitta europeae in Belgium,JOURNAL OF APPLIED ECOLOGY,"Strubbe, Diederik and Matthysen, Erik and Graham, Catherine H.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025468,Anthropogenic noise masking diminishes house wren (Troglodytes aedon) song transmission in urban natural areas,BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING,"Grabarczyk, Erin E. and Gill, Sharon A.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025472,Time turnover of species in bird communities: the role of landscape diversity and climate change,BIOSYSTEMS DIVERSITY,"Koshelev, I, O. and Koshelev, V. O. and Fedushko, M. P. and Zhukov, V, O.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025476,Alternative nesting behaviours following colonisation of a novel environment by a passerine bird,OIKOS,"Yeh, Pamela J. and Hauber, Mark E. and Price, Trevor D.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025477,"Little parental response to anthropogenic noise in an urban songbird, but evidence for individual differences in sensitivity",SCIENCE OF THE TOTAL ENVIRONMENT,"Grunst, Melissa L. and Grunst, Andrea S. and Pinxten, Rianne and Eens, Marcel","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025478,Modelling urban populations of the Australian White Ibis (Threskiornis molucca) to inform management,POPULATION ECOLOGY,"Smith, Andrew Charles Michael and Munro, Ursula and Figueira, Will F.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025488,"The Common Bird Composition, Abundance and Distribution in the Most Developed and Industrialized Provinces of Turkey",KSU TARIM VE DOGA DERGISI-KSU JOURNAL OF AGRICULTURE AND NATURE,"Per, Esra","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025492,Urban House Sparrow (Passer domesticus) populations decline in North America,WILSON JOURNAL OF ORNITHOLOGY,"Berigan, Liam A. and Greig, I, Emma and Bonter, David N.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025497,"Diet of the eagle owl (Bubo bubo) in Brasov, Romania",NORTH-WESTERN JOURNAL OF ZOOLOGY,"S and or, Attila D. and Ionescu, Dan Traian","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025510,An approach to the assessment of change in the numbers of Canada Geese Branta canaidensis and Greylag Geese Anser anser in southern Britain,BIRD STUDY,"Rehfisch, MM and Austin, GE and Holloway, SJ and Allan, JR and O'Connell, M","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025512,Effect of climatic change on the duration of the breeding season in three European thrushes,BIRD STUDY,"Najmanova, Lenka and Adamik, Peter","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025515,Nocturnal flight calling behaviour of thrushes in relation to artificial light at night,IBIS,"Gillings, Simon and Scott, Chris","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025520,Persistence and habitat associations of Purple Martin roosts quantified via weather surveillance radar,LANDSCAPE ECOLOGY,"Bridge, Eli S. and Pletschet, S and ra M. and Fagin, Todd and Chilson, Phillip B. and Horton, Kyle G. and Broadfoot, Kyle R. and Kelly, Jeffrey F.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025527,Species turnover and geographic distance in an urban river network,DIVERSITY AND DISTRIBUTIONS,"Rouquette, James R. and Dallimer, Martin and Armsworth, Paul R. and Gaston, Kevin J. and Maltby, Lorraine and Warren, Philip H.","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025535,Biodiversity and Economic Land Use,LAND ECONOMICS,"Cole, Matthew A. and Elliott, Robert J. R. and Strobl, Eric","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025537,"The timing of fledging and annual post-fledging survival of juvenile Feral Pigeons, Columba livia, in a city area (Pomerania, NW Poland)",POLISH JOURNAL OF ECOLOGY,"Hetmanski, Tomasz","RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
